,x,y
0,9.552871435214001,11.909756973524223
1,11.224507704805498,12.296178727499912
2,10.4034916417908,11.599056601479992
3,10.593578523237067,11.497736359835274
4,8.905088154258959,10.947283153495402
5,10.169382433058669,10.501674841312662
6,10.740556451096275,13.038906688094887
7,9.046299398192065,10.261066007925308
8,9.733781493996378,11.41992289262529
9,10.032614546693358,11.404667904285317
10,8.626882679753244,10.995248380300406
11,10.315159392042291,10.753573098089234
12,10.846160647585034,12.100335980819777
13,9.140484059168013,10.534408475917004
14,10.350545978664107,12.382376101965415
15,8.687716588762568,9.768999296229294
16,9.96130449073395,11.378959937885337
17,8.384227645296706,9.606875671806351
18,11.121417708235665,12.530382810769895
19,10.408900537936828,12.159418091001056
20,9.975383044124221,10.92753515110534
21,9.22483838083084,11.374716397667564
22,11.273755930158776,13.097175697439297
23,11.967101749254734,13.521638743780196
24,8.142018135553247,10.278244296630128
25,11.23616403045282,12.270683697820372
26,11.627650753148906,12.90344056507469
27,10.338011696574476,11.336325809787494
28,8.800731967664813,10.286714731085324
29,10.863345317544022,12.542188519158714
30,9.81907969792185,10.991341352267012
31,9.396079372206742,10.75809467155808
32,8.769941864333038,10.049361327839934
33,10.550537495976215,11.572880925629235
34,10.792806865919347,11.877903113909003
35,9.376469270320209,10.932490043828738
36,10.52057633707337,11.409863529048394
37,8.855658610376857,10.587300598247717
38,10.801861031871345,13.051576017239146
39,10.046567298424145,11.912932648870399
40,9.81343022809265,11.23616942910258
41,9.898254127470855,10.96461423268135
42,10.868886157005868,11.908418394429862
43,10.750411639865009,13.021597776392381
44,10.52946532435271,12.001922669305452
45,10.137701209997386,11.30543326571297
46,10.077821127912706,11.66549675745517
47,10.618380261998524,13.106669804038093
48,10.232494559178738,11.769324579501678
49,10.682551406864485,12.422897821031746
50,9.68988322648194,11.370980063811661
51,7.565162235892862,9.132521089056818
52,11.038824601859414,11.863683042662402
53,12.186979646974258,13.293610321070394
54,10.441364443568583,11.792780882524335
55,9.8998447667165,11.70317188563595
56,9.863555256103966,11.796691437430823
57,9.88094581222519,11.85840227165445
58,10.017409408300004,11.658462130097133
59,8.877981271253113,10.932753726263165
60,9.482905542079772,10.657416017373468
61,9.002973172349737,11.229109932731408
62,10.24879916138777,11.980384155457998
63,9.703358847629136,11.083976545314865
64,10.49521132397796,12.189949264848913
65,9.825296840257499,11.304981299721222
66,10.986335187821242,12.95351636276483
67,10.213533901335442,12.452088919412997
68,12.190699728969733,14.56441745933934
69,8.103639077108907,9.095027001653948
70,9.353083311745092,10.195718077855787
71,10.90148689164871,12.059105271010615
72,12.528325706806399,13.855511670849674
73,9.75136522228454,11.7143131606142
74,10.04366899317839,11.697119567481353
75,9.773685757486394,10.285216573825753
76,11.331457112587591,12.545209395014647
77,9.71269213652398,11.655410244175204
78,10.680069839878104,12.227110223572485
79,9.680198401101329,11.59318415114721
80,8.727441244754006,10.243533048973426
81,10.313547720463433,11.681813913952091
82,10.503184813435325,12.046147027585935
83,11.293225882532262,12.868929117883164
84,9.889552973582683,11.4997475362878
85,9.382637936287638,11.003878465562604
86,10.562761096619026,11.671153843812608
87,10.240737092237731,11.905445276174419
88,10.28066507712264,11.813509204906094
89,9.926887296252723,11.99894052058341
90,11.160338569993769,13.143763652945147
91,10.369492716375724,11.925121653480124
92,11.904658708340982,13.026550362461826
93,11.111056698560505,12.180585824977344
94,10.65904979610021,12.304891993522244
95,8.372561659383743,10.073975527619648
96,10.602319280295628,11.870160514480528
97,10.42028220364706,11.900052411699477
98,10.810951672803556,11.919856083549135
99,11.044442094707259,12.789013902272643
